seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,RHOTA___5,RHOTA___10,RHOTA___15,RHOTA___20,RHOTA___25,RHOTA___30,RHOTA___35,RHOTA___40,RHOTA___45,RHOTA___50,RHOTA___55,RHOTA___60,RHOTA___65,RHOTA___70,RHOTA___75,RHOTA___80,RHOTA___85,RHOTA___90,RHOTA___95,RHOTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
vesselmot-05,0.5532103736626545,0.7014814214793166,0.38806679929398274,0.5532103736626545,0.5516645360548779,0.5496954721993701,0.5475435439037395,0.5443439335881712,0.5397790360262094,0.5336334259817895,0.5248350450467933,0.5134133374811302,0.5001090637703706,0.48173164348464576,0.46442160400817506,0.44614302062018707,0.4195158054256987,0.3650062682869668,0.2842242650726094,0.1477721144216101,0.044459981530896475,0.003818364630063245,0.4218589913261031,0.5704055602015503,0.5645562175748623,0.5573380908907178,0.5500894826653349,0.5411522917557483,0.529297436388771,0.5144659884922705,0.49395302816571846,0.46963578728609573,0.44297863272699095,0.40714200255656235,0.36923953603794046,0.33260182479575406,0.29741404335860844,0.24726645568560474,0.17545197754972147,0.08287903237530347,0.020141336303708707,0.0011289715606687812,0.37721777349325963,0.5365335453950261,0.5390672370024654,0.5421576545639989,0.5450093883235757,0.5475543992854132,0.5504682012466385,0.5535149838760243,0.557647810222265,0.5612716539911713,0.5646075390264242,0.569986331248587,0.5841395766659279,0.5984440854175542,0.5917457999445159,0.5388097448130063,0.4604304493129559,0.26347553988987393,0.09814095390302775,0.012914327478259206,0.48504838008456386,0.7447196990549592,0.7398385172951647,0.7337645655564731,0.727608037434627,0.71993760895495,0.7096247362143316,0.6964950912927792,0.6779062299293513,0.6551977245618864,0.6294247178640242,0.5932379117350216,0.5529039361409304,0.5117350215616111,0.4700064226075787,0.40646848334709607,0.3060372511239563,0.15692265345444537,0.040480778053032386,0.0023121387283236996,0.5302432381531863,0.7090431014902947,0.7043957579887136,0.6986127854359943,0.6927511924105036,0.6854482240508761,0.6756294005625731,0.6631287453919668,0.6454304034103814,0.6238097733983262,0.5992714502856544,0.564818211995737,0.5264164788510928,0.48721980537065185,0.4474902597969845,0.38699617380365847,0.29137620769781786,0.14940510508936528,0.03854150287401506,0.0022013732375910687,0.5048413659548525,0.5543392854798332,0.5570713986917145,0.5604183594304375,0.5636018955000437,0.5665396812580158,0.5700296276743497,0.5740613653427112,0.5793330484534087,0.584643143843704,0.589351952862009,0.5955987275079452,0.6107594225335374,0.6274323388977736,0.631255233817577,0.5967567658047952,0.5331348970363337,0.3620918144721737,0.1516393079188262,0.021392319171027258,0.5173395045103273,0.8461876096892723,0.8465050825257782,0.8469360860289425,0.8477160294379573,0.8470825004027416,0.8452961374041396,0.8418614404798944,0.8388496211783872,0.8355983765210003,0.8314544442358074,0.8295923463209339,0.8359806416353371,0.8420199684883461,0.8313031356680298,0.7854783782063749,0.6945640517171388,0.4675908040467882,0.22108948703671255,0.03749385190035504,0.7353999996275755,0.7014814214793166,0.7056091867942039,0.7104127031346449,0.7149483168105811,0.720154288578939,0.7266042081815134,0.7341458323296138,0.7439547116479033,0.7549847715342647,0.7664224190133601,0.7810655136094223,0.7960584115266438,0.8098099197026004,0.821679980552792,0.8365377638967781,0.8561195590522104,0.8845928849727142,0.921278524271255,0.9582162925752007,0.7865303531402082,0.6321132022505732,0.6315241130363156,0.6307266253015399,0.6297247108233592,0.627857471879012,0.6250006816828471,0.620902946704759,0.6148438213531418,0.6064189233163011,0.5961358410258589,0.5814959164666749,0.568307197908216,0.5533938895168348,0.5273749392272844,0.4679841661710132,0.37537830123956967,0.2033353900329738,0.06303032740563347,0.0054644045158405005,0.5032112036767236,81167.0,80635.0,79973.0,79302.0,78466.0,77342.0,75911.0,73885.0,71410.0,68601.0,64657.0,60261.0,55774.0,51226.0,44301.0,33355.0,17103.0,4412.0,252.0,57791.21052631579,27823.0,28355.0,29017.0,29688.0,30524.0,31648.0,33079.0,35105.0,37580.0,40389.0,44333.0,48729.0,53216.0,57764.0,64689.0,75635.0,91887.0,104578.0,108738.0,51198.78947368421,33307.0,33839.0,34501.0,35172.0,36008.0,37132.0,38563.0,40589.0,43064.0,45873.0,49817.0,54213.0,58700.0,63248.0,70173.0,81119.0,97371.0,110062.0,114222.0,56682.78947368421,0.22796586842829616,0.7630938732027367,0.23543444352692908,0.6428754931645105,0.6120778517392595,0.4788732394366197,0.2676056338028169,0.2535211267605634,0.0756647253298115,0.6270987720617192,25.60957324106113,0.23540773810069834,53467.698413696155,70067,38923,44407,814,34,19,18,2206.0,1734,0.4463448251172448,0.45757408936599686,0.43565351084088966,49871,59119,64603,114474,108990,875,71
vesselmot-07,0.7674489308266214,0.8500748466721016,0.6523890322011084,0.7674489308266214,0.7674489308266214,0.7674139948480299,0.7673791617432447,0.7673098031036205,0.767240852813313,0.7669699246854016,0.7654300290698023,0.7639241073952253,0.7634210726948378,0.7621231089470496,0.7581390168585089,0.7460410738212504,0.7204921226828378,0.6589546092625962,0.5410658464702776,0.4106103898028151,0.17635896272495946,0.026311412129278615,0.6560043868792785,0.6392465220772487,0.6392465220772487,0.6391048902712977,0.638963282937365,0.6386801416601883,0.6383970981950082,0.6372659014412704,0.6344447316274662,0.6323352262949579,0.6317736108721831,0.630371261601925,0.6264574759945131,0.6170303443573133,0.5948717948717949,0.5446181403680183,0.44222289797780145,0.3091574080463736,0.12042286794235767,0.01595887109730627,0.540556262616402,0.9213626372389557,0.9213626372389557,0.9214829184589964,0.9216034686229218,0.9218453738180743,0.9220883489133358,0.9230728712167606,0.923458104694008,0.9228966181102428,0.9225009152090844,0.9214119814331058,0.9175000553241394,0.9020257900088923,0.8726399592703807,0.7972947371437201,0.6620015642683736,0.5453561448824465,0.2582772214685282,0.04337966037921084,0.7969242635631649,0.6657667386609071,0.6657667386609071,0.6656767458603312,0.6655867530597552,0.6654067674586033,0.6652267818574514,0.6645068394528437,0.6627069834413247,0.6613570914326854,0.6609971202303816,0.660097192224622,0.6575773938084953,0.6514578833693304,0.63678905687545,0.6019618430525558,0.5234881209503239,0.4031677465802736,0.18349532037437005,0.02681785457163427,0.5783079458906444,0.9413411375493065,0.9413411375493065,0.9412138948975697,0.9410866522458328,0.940832166942359,0.9405776816388853,0.9395597404249905,0.9370148873902532,0.9351062476142002,0.9345972770072528,0.9333248504898842,0.9297620562412521,0.9211095559231455,0.9003690036900369,0.8511260974678713,0.7401705051533274,0.5700470797811427,0.25944776689146204,0.03791831021758493,0.8176813710060875,0.9213629430653244,0.9213629430653244,0.9214832268305592,0.9216037742476652,0.9218456604653815,0.9220886025748333,0.9230730138616289,0.9240192582152491,0.9241072946773419,0.923954320512425,0.9235166794607008,0.9217735964151764,0.9136758342990648,0.8978701014266679,0.850706547074978,0.7509937498224839,0.6403071029539403,0.391230133135863,0.08254092654513129,0.820921879402618,0.9990459311897538,0.9990459311897538,0.9989957318604067,0.9989555343800881,0.9989051611989128,0.9988948441329394,0.9988409803550649,0.9978746545121975,0.9966499472483586,0.9961396375907978,0.9950958871931104,0.9915375523291013,0.9826049828199493,0.9632508123775093,0.9167394043470509,0.820371895181389,0.7137140940975507,0.40507989407897005,0.08346898219616171,0.887116413593635,0.8500748466721016,0.8500748466721016,0.8501735715498826,0.850265210252934,0.8504342526161569,0.850584370614675,0.8511482899800179,0.852439089568626,0.8533104555878919,0.8535213850990687,0.8539688881765428,0.8550088023768952,0.8571360504876776,0.8612734886735618,0.8689589835329253,0.8826491353058395,0.8993836736796194,0.9273085746736924,0.95998726914134,0.8672474307716604,0.7832066126627073,0.7832066126627073,0.7832047947540066,0.7832030772981797,0.7831999427278787,0.7831972069254775,0.7831910598550723,0.7822928702833799,0.7812581027077108,0.780877998385853,0.7798855440550996,0.7767414596886134,0.7665714656206172,0.7454445496853652,0.6927777489405508,0.5886849369102509,0.4689029835861158,0.2176985564921589,0.03410790851718354,0.6788238648294174,7398.0,7398.0,7397.0,7396.0,7394.0,7392.0,7384.0,7364.0,7349.0,7345.0,7335.0,7307.0,7239.0,7076.0,6689.0,5817.0,4480.0,2039.0,298.0,6426.1578947368425,3714.0,3714.0,3715.0,3716.0,3718.0,3720.0,3728.0,3748.0,3763.0,3767.0,3777.0,3805.0,3873.0,4036.0,4423.0,5295.0,6632.0,9073.0,10814.0,4685.8421052631575,461.0,461.0,462.0,463.0,465.0,467.0,475.0,495.0,510.0,514.0,524.0,552.0,620.0,783.0,1170.0,2042.0,3379.0,5820.0,7561.0,1432.842105263158,0.6144708423326134,0.8534283352996578,0.615100791936645,0.6611771058315334,0.9348517623107265,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5175610132691312,0.7745506299088082,0.3427041499330656,0.615024739197263,6270.137979446586,7347,3765,512,7,5,1,3,42.0,1494,0.7419745927995361,0.6333693304535637,0.8955337829240362,7038,4074,821,7859,11112,65,9
vesselmot-08,0.4562990637795256,0.6471455390088012,0.29529190357881246,0.4562990637795256,0.4543035190612305,0.4522375937965154,0.44956164228427176,0.44571936010353247,0.4403457864422414,0.4323976282758294,0.41939503777942905,0.4054097177390674,0.3883099002913887,0.3680187482053859,0.34492744300684547,0.3202595419907496,0.285258325645909,0.24133212954887137,0.18343663377689726,0.11007881887706292,0.041698757300552114,0.007343685966638766,0.32875438599326023,0.6645656611934969,0.6541340546475893,0.6442754696261294,0.6331236758693404,0.6182280852290218,0.5991177736568379,0.5749023082660275,0.540751989423005,0.49916108655220226,0.45271380732717686,0.40251486637998324,0.34941611500731906,0.2960578948334789,0.23645404020309244,0.17113642989365005,0.10943885111771733,0.052748985309627044,0.014905844849401054,0.0016785428302097164,0.3955434464323845,0.31330062289427996,0.3155189459484877,0.31744005613242354,0.3192198900725372,0.32134701207808597,0.32364990685203815,0.32521648678447435,0.3252733252108602,0.3292665307155947,0.33306821268505293,0.33647899827581235,0.34049643341935876,0.3464395850474252,0.3441358510111144,0.3403202742325891,0.3074684928408574,0.22971714610703092,0.11665131215156958,0.0321288933508293,0.29563884083212744,0.7412580317889753,0.7342238755495435,0.7274940818397024,0.7197835644234021,0.7093187539924097,0.6956074099124488,0.6777552324052155,0.6516251456055311,0.6181941156577613,0.5785969263142073,0.532852365385338,0.48076128208018637,0.42411603351745386,0.3550595573591854,0.27131101341449665,0.18314733400969452,0.09302972231616127,0.027268628114079586,0.0031112614135948595,0.4855007544789152,0.8652882013132558,0.8570770627634516,0.8492212138624371,0.8402205427597672,0.8280047196501493,0.8119991402867758,0.7911598671830794,0.760657592890698,0.7216327533193264,0.6754100086409952,0.622011290315506,0.5612041248689595,0.49508077356645014,0.4144694999188536,0.3167078247062281,0.21379225644017316,0.1085958163547282,0.03183132075637218,0.0036318497431826057,0.56673662417581,0.32893094855066385,0.3312360646330788,0.33325554210080044,0.33516193108754844,0.337530698226857,0.34015938620857655,0.34255346917850954,0.3442755257894415,0.34953704866193946,0.3551656425129701,0.3606986091626423,0.3665915018459697,0.3749434541795724,0.37696439386553576,0.37980203176361144,0.36321380238682976,0.29093792528911033,0.170391866697555,0.04889676593100047,0.3226445583195902,0.7389895221914049,0.7410124744296124,0.7425634343360097,0.7434432353677142,0.7443819341129428,0.743818594178035,0.7415564082836058,0.7352906808149878,0.7310910643569959,0.7266390851414618,0.7193183358776002,0.7116829641548643,0.7021735917917893,0.6731641277423625,0.6404932836875687,0.5840157120166853,0.46217501608878314,0.2564022380966239,0.0850230425925207,0.6433281444874511,0.6471455390088012,0.6526365734173601,0.6575119810550226,0.6626568057828415,0.6691001363145984,0.6768487893768588,0.6860742514103969,0.6985036641685659,0.7132421964339721,0.7294879977345934,0.7469922195354507,0.7655814001397491,0.7843050726150903,0.8053244573287502,0.830104285960548,0.8565687008410823,0.8874087864472933,0.9241191408057896,0.9617234160430138,0.7555439691799883,0.4819093307717479,0.48131231368375105,0.4805577615388197,0.4793424979190322,0.47742796546328514,0.47448211075208263,0.4694860760263494,0.4603870957163353,0.45116585838406054,0.4389900273497546,0.42343078552905866,0.4045954793054684,0.38331525232339325,0.34955503562591234,0.30386286131665247,0.2373015692231762,0.14618660100569456,0.05639965647129922,0.009998069120782256,0.3689319130277187,197271.0,195399.0,193608.0,191556.0,188771.0,185122.0,180371.0,173417.0,164520.0,153982.0,141808.0,127945.0,112870.0,94492.0,72204.0,48741.0,24758.0,7257.0,828.0,129206.31578947368,68859.0,70731.0,72522.0,74574.0,77359.0,81008.0,85759.0,92713.0,101610.0,112148.0,124322.0,138185.0,153260.0,171638.0,193926.0,217389.0,241372.0,258873.0,265302.0,136923.68421052632,30712.0,32584.0,34375.0,36427.0,39212.0,42861.0,47612.0,54566.0,63463.0,74001.0,86175.0,100038.0,115113.0,133491.0,155779.0,179242.0,203225.0,220726.0,227155.0,98776.68421052632,0.3175778754743922,0.7270729732676634,0.325806936459625,0.5912336076353661,0.6901611085037043,0.3786407766990291,0.42718446601941745,0.1941747572815534,0.15621424483823884,0.6368786087392965,26.515765765765767,0.3257943845334429,114401.2969788005,157345,108785,70638,2190,39,44,20,6821.0,2664,0.34093415878554095,0.3164994551534964,0.36945737182158317,84230,181900,143753,227983,266130,1180,103
vesselmot-100,0.3752279949831774,0.624606347994111,0.23436978761159502,0.3752279949831774,0.37487638396219286,0.3745658380473356,0.37417279817142823,0.3722415419249982,0.36877823849881797,0.3637241830430115,0.3578402935088197,0.34805567871350135,0.32990750860751017,0.31692106010151844,0.28938801413515913,0.25498820311780374,0.2044744739876831,0.11222681087808369,0.06771252150055038,0.049331537117260946,0.012755154300654275,0.0,0.26037832813681616,0.2965355805243446,0.2958075987273068,0.2948382270432018,0.29374941605157434,0.2894124220132228,0.28070662227155013,0.26955166406894654,0.2557359209213748,0.2396598030438675,0.21454258398386106,0.19103733012214003,0.1613687830244066,0.13092126755962105,0.09844518483261938,0.05629720039667404,0.028293479875241348,0.013912279417148714,0.003551239310044934,0.0,0.17970350543090247,0.47480321912849344,0.4750800988791385,0.4758527021380615,0.4766146764589832,0.47877615124747286,0.48448229717477004,0.4907974943774316,0.5007105579737728,0.5054779898260287,0.5073070446648569,0.52575566394094,0.5189691658790337,0.49662659811658894,0.42470142733366273,0.2237208420866564,0.1620509597327638,0.17492464616200576,0.04581329136938414,0.0,0.3917086750784234,0.30976134585289516,0.30917449139280123,0.30839201877934275,0.3075117370892019,0.3039906103286385,0.2968505477308294,0.2875586854460094,0.27582159624413144,0.26183489827856027,0.23924100156494524,0.2172339593114241,0.1881846635367762,0.15678794992175274,0.1213810641627543,0.0721830985915493,0.03726525821596244,0.018583724569640064,0.00479264475743349,0.0,0.19560785767234987,0.8741374551476677,0.8724813690311897,0.8702732542092189,0.8677891250345018,0.8578526083356335,0.8377035605851504,0.8114821970742478,0.7783604747446867,0.7388904223019597,0.6751311068175545,0.6130278774496274,0.5310516146839636,0.4424510074523875,0.3425338117582114,0.203698592326801,0.10516146839635661,0.052442727021805136,0.013524703284570798,0.0,0.5519996513502913,0.4920328591655809,0.4922557563839847,0.4930500628119815,0.4937988278348743,0.4960248396258281,0.5017132392013047,0.5082092572433562,0.5188320048909899,0.5256960136090981,0.5299313558672585,0.5484075674054061,0.5534387526926214,0.5495165232942733,0.5074941416992393,0.3282731460123903,0.25021500526222806,0.2869342089359155,0.08690499465393065,0.0,0.42961729245211905,0.7959860602701369,0.796313037323091,0.7952431332892221,0.7946864146572667,0.7910399047902783,0.7876602292618182,0.7775390664214493,0.770946422510948,0.7636962558799071,0.7419996672846383,0.7346183120882119,0.7171332526634612,0.6904299236625868,0.6198014384984956,0.40778613001194586,0.30217920552999217,0.2928255931213797,0.08745133978053234,0.0,0.6140702835287033,0.624606347994111,0.6256323632724163,0.626891920636966,0.6281869504089199,0.6328352118933166,0.6413531838079283,0.651568505057871,0.6632293935133419,0.6760012837683143,0.6947757639180837,0.7119929991457641,0.7328545443657599,0.7540795908696579,0.7770783889939917,0.8154352324773386,0.8538767859054639,0.8860103601911349,0.9127082190200256,1.0,0.7320587918547582,0.3835044773826366,0.3832527207232838,0.38307854997893326,0.3828375727121227,0.38150157854000527,0.3792345386198638,0.37567683226859944,0.37162721288492284,0.36380183898401247,0.3483800302350477,0.3379526364866783,0.3125092604498423,0.27904312604920795,0.22704781699281024,0.12707817909194935,0.07771017216932397,0.057015361480187605,0.014817787645335314,0.0,0.27295103645761915,3167.0,3161.0,3153.0,3144.0,3108.0,3035.0,2940.0,2820.0,2677.0,2446.0,2221.0,1924.0,1603.0,1241.0,738.0,381.0,190.0,49.0,0.0,1999.8947368421052,7057.0,7063.0,7071.0,7080.0,7116.0,7189.0,7284.0,7404.0,7547.0,7778.0,8003.0,8300.0,8621.0,8983.0,9486.0,9843.0,10034.0,10175.0,10224.0,8224.105263157895,456.0,462.0,470.0,479.0,515.0,588.0,683.0,803.0,946.0,1177.0,1402.0,1699.0,2020.0,2382.0,2885.0,3242.0,3433.0,3574.0,3623.0,1623.1052631578948,0.12001173708920188,0.6935414627429497,0.12627151799687011,0.24031690140845072,0.6781672646977643,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.046364571005421296,0.3548783129919838,2.776190476190476,0.12609485720129265,1704.0313739594274,2457,7767,1166,64,3,6,18,338.0,420,0.26893912038708745,0.1821205007824726,0.5139387248136903,1862,8362,1761,3623,10224,47,27
vesselmot-106,0.2794606366524075,0.6725727752175745,0.18795761595737995,0.2794606366524075,0.27907817161800674,0.27810328662310324,0.27639704465648396,0.2746914936522964,0.2714220320341443,0.26646210589161934,0.26121539328484705,0.2568173129836295,0.25164826684924474,0.24758677128859655,0.24468373444474353,0.2417087556757244,0.23687982540665267,0.22406078510156996,0.20523346118488622,0.17184112858139255,0.10767586816410726,0.015466057131718093,0.23107537532764072,0.13311004784688996,0.13245983167559297,0.1311616354604509,0.12771428571428572,0.12332795749928849,0.11813031161473088,0.11298054328414325,0.106738947565193,0.10077159059217254,0.09153761061946902,0.08414209851675518,0.07929997265518185,0.07567223837209303,0.07158371040723982,0.0642638863922344,0.05234624955563456,0.04151640425719061,0.02840020844189682,0.004666553538096046,0.08841179389518626,0.5867194002364237,0.5879867495558703,0.5896650934479438,0.5981736958208821,0.6118273440583407,0.6236326516585384,0.6284449677111941,0.639255709798734,0.6545012523922051,0.6918123575617975,0.728520091579429,0.7549829829344028,0.7720549018654739,0.7838662087430885,0.7812044717295286,0.8046569515006318,0.7112700148402719,0.40823970037453183,0.05125815470643057,0.6320038263429325,0.1332375478927203,0.13266283524904215,0.1315134099616858,0.12844827586206897,0.12452107279693486,0.11982758620689656,0.11513409961685823,0.10938697318007663,0.10383141762452107,0.09511494252873563,0.08802681992337165,0.08333333333333333,0.07978927203065134,0.07576628352490422,0.06848659003831417,0.056417624521072796,0.045210727969348656,0.03132183908045977,0.005268199233716475,0.0909104658197217,0.9928622412562456,0.9885795860099929,0.9800142755174875,0.9571734475374732,0.92790863668808,0.892933618843683,0.8579586009992862,0.8151320485367595,0.7737330478229836,0.708779443254818,0.655960028551035,0.6209850107066381,0.5945753033547466,0.5645967166309779,0.510349750178444,0.42041399000713775,0.3369022127052106,0.2334047109207709,0.039257673090649536,0.6774484390848642,0.5870062839408415,0.5883067225481245,0.5902125417138239,0.5988047494666189,0.6124859233525214,0.6253863678551831,0.632060556740302,0.6440385055261368,0.6595627374107704,0.6963606624573094,0.7326128836730074,0.757988913344746,0.7755676738780618,0.7913248334543759,0.8051703615533403,0.8547393707329408,0.8298172857314582,0.5797872340425532,0.0975177304964539,0.6557237546272932,0.9767363607316877,0.9742890092258322,0.9679319992138637,0.9596186510895682,0.9592247923017154,0.9581812649597876,0.938130771416737,0.9169785048179904,0.9073719845579707,0.9123189584351368,0.9298609073907829,0.9392170945758134,0.9420311662792135,0.9329076888467185,0.895878135284078,0.8698257261599821,0.8298420466300629,0.5797872340425532,0.0975177304964539,0.8677710540239971,0.6725727752175745,0.6751769842317126,0.6799710084078272,0.6920923069924667,0.7067093080222558,0.7237328139909069,0.7399408623459136,0.7590769108591452,0.7769551623303116,0.8047100289837916,0.8274096397558856,0.8419221641291905,0.8514567704202649,0.8607105417700259,0.8750344639788714,0.8957799701910893,0.9142476920816623,0.9307727455509132,0.9585874736404524,0.7993084012052769,0.27959444591870675,0.27929194274978686,0.27847597234719407,0.27719015114941226,0.27601702347616885,0.27336494897489877,0.26898967548248737,0.26443571465096194,0.260687155174372,0.25651840602607734,0.25323764908089913,0.2508291222682623,0.24819689479834778,0.24370192739742663,0.23130505915659955,0.21306532744215734,0.1793238276239332,0.11307881411381267,0.01643283820117931,0.2349335208438255,1391.0,1385.0,1373.0,1341.0,1300.0,1251.0,1202.0,1142.0,1084.0,993.0,919.0,870.0,833.0,791.0,715.0,589.0,472.0,327.0,55.0,949.1052631578947,9049.0,9055.0,9067.0,9099.0,9140.0,9189.0,9238.0,9298.0,9356.0,9447.0,9521.0,9570.0,9607.0,9649.0,9725.0,9851.0,9968.0,10113.0,10385.0,9490.894736842105,10.0,16.0,28.0,60.0,101.0,150.0,199.0,259.0,317.0,408.0,482.0,531.0,568.0,610.0,686.0,812.0,929.0,1074.0,1346.0,451.89473684210526,0.055938697318007664,0.8047100289837916,0.05603448275862069,0.09511494252873563,0.708779443254818,0.03225806451612903,0.06451612903225806,0.9032258064516129,0.037363702948362554,0.16772232074993665,0.723404255319149,0.05603448275862069,799.0770587809051,993,9447,408,1,1,2,28,94.0,564,0.16755341609661345,0.0950191570881226,0.7080656673804425,992,9448,409,1401,10440,20,31
